search_in,fit_to,H1,H2,H3,INFO,INFO_HTML,OUTPUT,OUTPUT_2,SHOW_FROM,SHOW_TO
OUTAGE_EVENT_GKM_8_EC_2022-09-01_OUTEC_Q3_,OUT%GKM_8,PROPER,EVENTS OUTAGE,EC_GKM_8,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_8</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                       1,124 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger</TD><TD>                  65,722 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                       1,154 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     3,508 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>          71,509 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ENTFALLEN</TD><TD>K0 - Brennstoffbedingte Minderleistung</TD><TD>-                    1,613 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ENTFALLEN</TD><TD>Anfahrrampe</TD><TD>-                          28 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-09-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-           1,641 </TD></TR>
 </TABLE> ",EC_GKM_8,2022-09-01,,
OUTAGE_EVENT_GKM_8_EC_2022-10-01_OUTEC_Q4_,OUT%GKM_8,PROPER,EVENTS OUTAGE,EC_GKM_8,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_8</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                  28,567 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger</TD><TD>                         903 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                      2,194 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Rauchgasreinigung</TD><TD>                         809 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     2,060 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Kommerzielle Kaltreserve</TD><TD>                     11,135 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Kommerzielle Kaltreserve</TD><TD>                  20,298 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         65,967 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ENTFALLEN</TD><TD>Anfahrrampe</TD><TD>-                          38 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ENTFALLEN</TD><TD>Kondmaschinenma</TD><TD>-                19,285 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-10-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-        19,324 </TD></TR>
 </TABLE> ",EC_GKM_8,2022-10-01,,
OUTAGE_EVENT_GKM_8_EC_2022-11-01_OUTEC_Q4_,OUT%GKM_8,PROPER,EVENTS OUTAGE,EC_GKM_8,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_8</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Sonstige Maßnahmen</TD><TD>                         526 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                     11,109 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Reparatur / Störung Dampferzeuger</TD><TD>                          413 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Umwelt und Behörden</TD><TD>                            38 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     4,532 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Kommerzielle Kaltreserve</TD><TD>                     2,255 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Kommerzielle Kaltreserve</TD><TD>                   31,574 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         50,447 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ENTFALLEN</TD><TD>K0 - Brennstoffbedingte Minderleistung</TD><TD>-                        501 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-11-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-              501 </TD></TR>
 </TABLE> ",EC_GKM_8,2022-11-01,,
OUTAGE_EVENT_GKM_8_EC_2022-12-01_OUTEC_Q4_,OUT%GKM_8,PROPER,EVENTS OUTAGE,EC_GKM_8,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_8</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                         222 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger</TD><TD>                         345 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                      1,524 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Turbosatz</TD><TD>                          891 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Einhaltung Anlagengrenzwerte</TD><TD>                      1,244 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Umwelt und Behörden</TD><TD>                      1,353 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     7,672 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Anforderungen Netzbetreiber</TD><TD>                          132 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>          13,384 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ENTFALLEN</TD><TD>K0 - Brennstoffbedingte Minderleistung</TD><TD>-                       334 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ENTFALLEN</TD><TD>Schalthandlunge</TD><TD>-                          56 </TD></TR>
<TR><TD>EC</TD><TD>GKM_8</TD><TD>2022-12-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-             390 </TD></TR>
 </TABLE> ",EC_GKM_8,2022-12-01,,
OUTAGE_EVENT_GKM_9_EC_2022-01-01_OUTEC_Q1_,OUT%GKM_9,PROPER,EVENTS OUTAGE,EC_GKM_9,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_9</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                     4,954 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger</TD><TD>                      5,719 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                         770 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Sonstiges</TD><TD>                            89 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     5,659 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Kommerzielle Kaltreserve</TD><TD>                   19,866 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Kommerzielle Kaltreserve</TD><TD>                      9,771 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Anforderungen Netzbetreiber</TD><TD>                            40 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         46,868 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD></TD><TD>-                       276 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD>K0 - Brennstoffbedingte Minderleistung</TD><TD>-                   1,873 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD>Rußblasen</TD><TD>-                          94 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD>Anfahrrampe</TD><TD>-                        126 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ENTFALLEN</TD><TD>Reparatur Kompe</TD><TD>-                   5,412 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-01-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-         7,780 </TD></TR>
 </TABLE> ",EC_GKM_9,2022-01-01,,
OUTAGE_EVENT_GKM_9_EC_2022-02-01_OUTEC_Q1_,OUT%GKM_9,PROPER,EVENTS OUTAGE,EC_GKM_9,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_9</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                      1,323 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                         436 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     4,723 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-02-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Kommerzielle Kaltreserve</TD><TD>                   52,132 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-02-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>          58,613 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-02-01</TD><TD>ENTFALLEN</TD><TD>Rußblasen</TD><TD>-                        157 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-02-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-              157 </TD></TR>
 </TABLE> ",EC_GKM_9,2022-02-01,,
OUTAGE_EVENT_GKM_9_EC_2022-03-01_OUTEC_Q1_,OUT%GKM_9,PROPER,EVENTS OUTAGE,EC_GKM_9,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_9</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-03-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                      1,052 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-03-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     5,856 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-03-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Kommerzielle Kaltreserve</TD><TD>                      7,216 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-03-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Mehrleistung (neg. ML)::Z1 - RWE-Ereignisschlüssel für Sonderauswertungen</TD><TD>-                  4,880 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-03-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>           9,243 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-03-01</TD><TD>ENTFALLEN</TD><TD></TD><TD>                         837 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-03-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>               837 </TD></TR>
 </TABLE> ",EC_GKM_9,2022-03-01,,
OUTAGE_EVENT_GKM_9_EC_2022-04-01_OUTEC_Q2_,OUT%GKM_9,PROPER,EVENTS OUTAGE,EC_GKM_9,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_9</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>Sonstige Maßnahmen</TD><TD>                            63 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                         267 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger</TD><TD>                     3,003 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                     5,789 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     3,887 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Revision / Umbaumaßnahmen::B7 - Revision</TD><TD>                130,032 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>        143,041 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ENTFALLEN</TD><TD>Rußblasen</TD><TD>-                         110 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-04-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-              110 </TD></TR>
 </TABLE> ",EC_GKM_9,2022-04-01,,
OUTAGE_EVENT_GKM_9_EC_2022-05-01_OUTEC_Q2_,OUT%GKM_9,PROPER,EVENTS OUTAGE,EC_GKM_9,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_9</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Sonstige Maßnahmen</TD><TD>                      5,418 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                     5,337 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen::K0 - Brennstoffbedingte Minderleistung</TD><TD>                          816 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger</TD><TD>                     9,748 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                       1,721 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                         204 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Kommerzielle Kaltreserve</TD><TD>                  36,980 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Revision / Umbaumaßnahmen::B7 - Revision</TD><TD>                123,077 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>       183,302 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ENTFALLEN</TD><TD>K0 - Brennstoffbedingte Minderleistung</TD><TD>-                  2,058 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ENTFALLEN</TD><TD>Reparatur Kohle</TD><TD>-                   1,004 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ENTFALLEN</TD><TD>Anfahrbetrieb </TD><TD>-                          40 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ENTFALLEN</TD><TD>Erhöhte Einschr</TD><TD>-                        122 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-05-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-         3,225 </TD></TR>
 </TABLE> ",EC_GKM_9,2022-05-01,,
OUTAGE_EVENT_GKM_9_EC_2022-06-01_OUTEC_Q2_,OUT%GKM_9,PROPER,EVENTS OUTAGE,EC_GKM_9,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_9</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Sonstige Maßnahmen</TD><TD>                   16,432 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                     2,846 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Turbosatz</TD><TD>                   14,390 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                     4,059 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         37,728 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ENTFALLEN</TD><TD>K0 - Brennstoffbedingte Minderleistung</TD><TD>-                   3,013 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ENTFALLEN</TD><TD>Rußblasen</TD><TD>-                        165 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-06-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-          3,178 </TD></TR>
 </TABLE> ",EC_GKM_9,2022-06-01,,
OUTAGE_EVENT_GKM_9_EC_2022-07-01_OUTEC_Q3_,OUT%GKM_9,PROPER,EVENTS OUTAGE,EC_GKM_9,,"<TABLE> <caption>PROPER OUTAGE EVENTS for:    EC GKM_9</caption> <TR> <TH> Seg </TH>  <TH> BLOCK_ID </TH>  <TH> MONTH </TH>  <TH> ENTFALLEN </TH>  <TH> STD_TXT_ADJ </TH>  <TH> MWh Impact </TH> </TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Sonstige Maßnahmen</TD><TD>                     6,862 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Dampferzeuger</TD><TD>                         872 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                          201 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Sonstiges</TD><TD>                     6,085 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Reparatur / Störung Turbosatz</TD><TD>                  65,377 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>4:  Stillstand::Reparatur / Störung Bekohlung/Entaschung</TD><TD>                          183 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Einhaltung Anlagengrenzwerte</TD><TD>                         443 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Umwelt und Behörden</TD><TD>                          105 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE</TD><TD>2: Minderleistung::Brennstoffqualität::K0 - Brennstoffbedingte Minderleistung</TD><TD>                      3,718 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ACTIVE Ergebnis</TD><TD></TD><TD>         83,846 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ENTFALLEN</TD><TD>K0 - Brennstoffbedingte Minderleistung</TD><TD>-                   1,447 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ENTFALLEN</TD><TD>Rußblasen</TD><TD>-                        188 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ENTFALLEN</TD><TD>Abfahrrampe in </TD><TD>-                       676 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ENTFALLEN</TD><TD>Technischer Def</TD><TD>-                          62 </TD></TR>
<TR><TD>EC</TD><TD>GKM_9</TD><TD>2022-07-01</TD><TD>ENTFALLEN Ergebnis</TD><TD></TD><TD>-         2,374 </TD></TR>
 </TABLE> ",EC_GKM_9,2022-07-01,,
